frame,total_vehicles,cars,motorcycles,buses,trucks,bicycles,people,total_detections
frame_128.jpg,35,26,0,8,1,0,1,36
frame_1280.jpg,39,31,0,7,1,0,0,39
frame_1284.jpg,42,32,0,9,1,0,0,42
frame_1288.jpg,39,29,0,8,2,0,0,39
frame_1292.jpg,39,28,0,10,1,0,0,39
frame_1296.jpg,39,27,0,10,2,0,1,40
frame_1300.jpg,38,26,0,10,2,0,1,39
frame_1304.jpg,40,31,0,8,1,0,1,41
frame_1308.jpg,38,30,0,7,1,0,1,39
frame_1312.jpg,36,25,0,11,0,0,1,37
frame_1316.jpg,35,26,0,9,0,0,1,36
frame_132.jpg,38,30,0,7,1,0,1,39
frame_1320.jpg,38,30,0,8,0,0,0,38
frame_1324.jpg,34,26,0,8,0,0,1,35
frame_1328.jpg,35,26,0,9,0,0,1,36
frame_1332.jpg,31,24,0,7,0,0,0,31
frame_1336.jpg,37,27,0,10,0,0,0,37
frame_1340.jpg,37,25,0,11,1,0,1,38
frame_1344.jpg,36,27,0,9,0,0,0,36
frame_1348.jpg,36,31,0,5,0,0,0,36
frame_1352.jpg,38,29,0,9,0,0,0,38
frame_1356.jpg,35,28,0,7,0,0,1,36
frame_136.jpg,41,32,0,7,2,0,1,42
frame_1360.jpg,37,26,0,11,0,0,0,37
frame_1364.jpg,31,22,0,9,0,0,0,31
frame_1368.jpg,31,22,0,9,0,0,1,32
frame_1372.jpg,36,27,0,9,0,0,3,39
frame_1376.jpg,44,35,0,8,1,0,2,46
frame_1380.jpg,43,34,0,8,1,0,3,46
frame_1384.jpg,42,34,0,7,1,0,2,44
frame_1388.jpg,39,32,0,7,0,0,3,42
frame_1392.jpg,40,34,0,6,0,0,2,42
frame_1396.jpg,41,33,1,7,0,0,2,43
frame_14.jpg,35,25,0,9,1,0,2,37
frame_140.jpg,41,30,0,9,2,0,1,42
frame_1400.jpg,43,36,0,7,0,0,1,44
frame_1404.jpg,41,35,0,6,0,0,3,44
frame_1408.jpg,42,35,0,7,0,0,5,47
frame_1412.jpg,43,34,1,7,1,0,2,45
frame_1416.jpg,41,33,0,7,1,0,2,43
frame_1420.jpg,39,31,0,7,1,0,2,41
frame_1424.jpg,41,30,0,10,1,0,1,42
frame_1428.jpg,41,32,0,8,1,0,0,41
frame_1432.jpg,39,29,0,8,2,0,1,40
frame_1436.jpg,38,28,0,9,1,0,1,39
frame_144.jpg,31,23,0,7,1,0,1,32
frame_1440.jpg,39,28,1,10,0,0,1,40
frame_1444.jpg,36,25,0,11,0,0,2,38
frame_1448.jpg,38,26,0,10,2,0,1,39
frame_1452.jpg,37,27,0,7,3,0,2,39
frame_1456.jpg,40,29,0,8,3,0,2,42
frame_1460.jpg,37,25,0,10,2,0,0,37
frame_1464.jpg,37,26,0,8,3,0,0,37
frame_1468.jpg,39,25,0,11,3,0,1,40
frame_1472.jpg,34,22,0,9,3,0,4,38
frame_1476.jpg,37,24,0,10,3,0,2,39
frame_148.jpg,41,35,0,5,1,0,1,42
frame_1480.jpg,36,20,0,10,6,0,3,39
frame_1484.jpg,36,22,0,11,3,0,3,39
frame_1488.jpg,37,24,0,11,2,0,3,40
frame_1492.jpg,34,21,0,12,1,0,4,38
frame_1496.jpg,40,27,0,13,0,0,4,44
frame_1500.jpg,42,28,0,13,1,0,4,46
frame_1504.jpg,39,26,0,13,0,0,4,43
frame_1508.jpg,39,26,0,12,1,0,4,43
frame_1512.jpg,38,22,0,15,1,0,3,41
frame_1516.jpg,37,21,0,15,1,0,2,39
frame_152.jpg,41,34,0,5,2,0,2,43
frame_1520.jpg,36,22,0,14,0,0,2,38
frame_1524.jpg,37,23,0,13,1,0,2,39
frame_1528.jpg,35,22,0,13,0,0,2,37
frame_1532.jpg,30,18,0,12,0,0,2,32
frame_1536.jpg,31,17,0,14,0,0,2,33
frame_1540.jpg,34,21,0,13,0,0,2,36
frame_1544.jpg,31,19,0,12,0,0,2,33
frame_1548.jpg,29,19,0,10,0,0,2,31
frame_1552.jpg,28,17,0,11,0,0,1,29
frame_1556.jpg,28,17,0,11,0,0,0,28
frame_156.jpg,42,35,0,5,2,0,1,43
frame_1560.jpg,30,19,0,11,0,0,0,30
frame_1564.jpg,28,17,0,11,0,0,1,29
frame_1568.jpg,28,16,0,12,0,0,1,29
frame_1572.jpg,31,19,0,12,0,0,2,33
frame_1576.jpg,30,18,0,12,0,0,2,32
frame_1580.jpg,30,19,0,11,0,0,1,31
frame_1584.jpg,31,19,0,12,0,0,1,32
frame_1588.jpg,30,19,0,11,0,0,1,31
frame_1592.jpg,28,18,0,9,1,0,1,29
frame_1596.jpg,30,21,0,9,0,0,1,31
frame_16.jpg,36,29,1,3,3,0,0,36
frame_160.jpg,45,32,2,10,1,0,2,47
frame_1600.jpg,30,20,0,9,1,0,1,31
frame_1604.jpg,34,24,0,8,2,0,0,34
frame_1608.jpg,34,24,0,10,0,0,1,35
frame_1612.jpg,30,21,0,9,0,0,1,31
frame_1616.jpg,35,24,0,10,1,0,1,36
frame_1620.jpg,28,18,0,10,0,0,1,29
frame_1624.jpg,32,22,1,9,0,0,2,34
frame_1628.jpg,28,19,0,9,0,0,1,29
frame_1632.jpg,32,20,0,10,2,0,1,33
frame_1636.jpg,33,20,1,11,1,0,1,34
frame_164.jpg,39,29,0,9,1,0,1,40
frame_1640.jpg,32,21,1,9,1,0,2,34
frame_1644.jpg,35,25,0,10,0,0,2,37
frame_1648.jpg,34,21,0,12,1,0,1,35
frame_1652.jpg,38,26,0,12,0,0,1,39
frame_1656.jpg,36,23,1,12,0,0,1,37
frame_1660.jpg,35,23,0,12,0,0,1,36
frame_1664.jpg,32,21,1,10,0,0,1,33
frame_1668.jpg,27,16,0,11,0,0,1,28
frame_1672.jpg,28,17,0,11,0,0,1,29
frame_1676.jpg,26,15,0,11,0,0,1,27
frame_168.jpg,40,30,0,9,1,0,1,41
frame_1680.jpg,25,14,0,11,0,0,2,27
frame_1684.jpg,28,17,0,11,0,0,1,29
frame_1688.jpg,32,20,0,12,0,0,1,33
frame_1692.jpg,34,24,0,10,0,0,1,35
frame_1696.jpg,33,22,0,11,0,0,1,34
frame_1700.jpg,37,26,0,11,0,0,1,38
frame_1704.jpg,37,25,0,12,0,0,1,38
frame_1708.jpg,39,27,0,12,0,0,1,40
frame_1712.jpg,40,27,0,13,0,0,1,41
frame_1716.jpg,35,23,0,11,1,0,2,37
frame_172.jpg,43,35,1,5,2,0,2,45
frame_1720.jpg,38,26,1,10,1,0,1,39
frame_1724.jpg,38,26,0,11,1,0,1,39
frame_1728.jpg,41,29,0,12,0,0,1,42
frame_1732.jpg,37,24,1,11,1,0,0,37
frame_1736.jpg,35,22,1,12,0,0,2,37
frame_1740.jpg,37,25,1,11,0,0,1,38
frame_1744.jpg,37,24,1,11,1,0,1,38
frame_1748.jpg,36,24,0,11,1,0,1,37
frame_1752.jpg,35,22,0,13,0,0,1,36
frame_1756.jpg,35,21,0,12,2,0,1,36
frame_176.jpg,41,30,2,8,1,0,3,44
frame_1760.jpg,33,22,0,11,0,0,1,34
frame_1764.jpg,37,26,0,11,0,0,1,38
frame_1768.jpg,35,24,0,11,0,0,1,36
frame_1772.jpg,36,23,0,13,0,0,0,36
frame_1776.jpg,38,25,0,12,1,0,0,38
frame_1780.jpg,35,23,0,11,1,0,1,36
frame_1784.jpg,39,24,0,14,1,0,0,39
frame_1788.jpg,40,26,1,13,0,0,1,41
frame_1792.jpg,39,28,0,10,1,0,1,40
frame_1796.jpg,39,28,0,9,2,0,2,41
frame_18.jpg,32,24,0,7,1,0,1,33
frame_180.jpg,44,32,1,10,1,0,2,46
frame_1800.jpg,41,30,0,10,1,0,2,43
frame_1804.jpg,36,26,0,9,1,0,1,37
frame_1808.jpg,41,29,0,11,1,0,2,43
frame_1812.jpg,37,26,0,10,1,0,1,38
frame_1816.jpg,37,27,0,9,1,0,0,37
frame_1820.jpg,36,24,0,11,1,0,2,38
frame_1824.jpg,40,26,0,13,1,0,2,42
frame_1828.jpg,40,26,0,13,1,0,2,42
frame_1832.jpg,40,28,0,11,1,0,2,42
frame_1836.jpg,42,29,0,12,1,0,2,44
frame_184.jpg,37,27,2,6,2,0,1,38
frame_1840.jpg,35,23,0,11,1,0,1,36
frame_1844.jpg,39,29,0,9,1,0,1,40
frame_1848.jpg,39,30,0,8,1,0,1,40
frame_1852.jpg,41,31,0,9,1,0,1,42
frame_1856.jpg,44,34,0,9,1,0,1,45
frame_1860.jpg,41,30,0,10,1,0,1,42
frame_1864.jpg,39,28,0,10,1,0,1,40
frame_1868.jpg,45,32,0,12,1,0,1,46
frame_1872.jpg,40,29,0,10,1,0,1,41
frame_1876.jpg,42,32,0,9,1,0,2,44
frame_188.jpg,32,22,1,7,2,0,3,35
frame_1880.jpg,46,34,0,11,1,0,2,48
frame_1884.jpg,46,36,0,9,1,0,1,47
frame_1888.jpg,46,34,1,9,2,0,2,48
frame_1892.jpg,45,34,1,9,1,0,2,47
frame_1896.jpg,40,30,0,9,1,0,1,41
frame_1900.jpg,45,32,0,12,1,0,1,46
frame_1904.jpg,39,27,0,11,1,0,1,40
frame_1908.jpg,41,29,0,11,1,0,1,42
frame_1912.jpg,39,28,0,10,1,0,1,40
frame_1916.jpg,38,28,0,9,1,0,1,39
frame_192.jpg,36,28,1,6,1,0,2,38
frame_1920.jpg,38,29,0,8,1,0,1,39
frame_1924.jpg,34,23,0,10,1,0,2,36
frame_1928.jpg,37,26,0,10,1,0,1,38
frame_1932.jpg,35,24,0,10,1,0,2,37
frame_1936.jpg,40,28,0,11,1,0,2,42
frame_1940.jpg,40,29,0,10,1,0,1,41
frame_1944.jpg,35,25,0,9,1,0,1,36
frame_1948.jpg,34,25,0,8,1,0,0,34
frame_1952.jpg,39,28,0,9,2,0,1,40
frame_1956.jpg,35,25,0,9,1,0,0,35
frame_196.jpg,45,35,2,7,1,0,2,47
frame_1960.jpg,29,20,0,8,1,0,0,29
frame_1964.jpg,30,20,0,9,1,0,1,31
frame_1968.jpg,33,22,0,10,1,0,0,33
frame_1972.jpg,33,23,0,9,1,0,1,34
frame_1976.jpg,39,26,0,12,1,0,1,40
frame_1980.jpg,34,22,0,11,1,0,0,34
frame_1984.jpg,32,21,0,10,1,0,0,32
frame_1988.jpg,32,23,0,8,1,0,0,32
frame_1992.jpg,29,22,0,6,1,0,0,29
frame_1996.jpg,30,22,0,7,1,0,1,31
frame_20.jpg,30,22,0,7,1,0,1,31
frame_200.jpg,39,28,0,8,3,0,0,39
frame_2000.jpg,35,32,0,2,1,0,1,36
frame_2004.jpg,33,29,1,2,1,0,1,34
frame_2008.jpg,29,27,0,1,1,0,1,30
frame_2012.jpg,28,25,0,1,2,0,1,29
frame_2016.jpg,27,25,0,1,1,0,1,28
frame_2020.jpg,33,32,0,1,0,0,1,34
frame_2024.jpg,29,27,0,2,0,0,1,30
frame_2028.jpg,33,31,0,2,0,0,1,34
frame_2032.jpg,31,30,0,1,0,0,1,32
frame_2036.jpg,33,29,1,2,1,0,1,34
frame_204.jpg,33,23,0,6,4,0,0,33
frame_2040.jpg,33,31,0,2,0,0,1,34
frame_2044.jpg,31,28,1,1,1,0,1,32
frame_2048.jpg,35,34,0,1,0,0,1,36
frame_2052.jpg,29,28,0,1,0,0,0,29
frame_2056.jpg,29,28,0,1,0,0,0,29
frame_2060.jpg,30,28,1,1,0,0,0,30
frame_2064.jpg,32,30,1,1,0,0,0,32
frame_2068.jpg,35,33,1,1,0,0,0,35
frame_2072.jpg,34,31,1,1,1,0,0,34
frame_2076.jpg,30,29,0,1,0,0,0,30
frame_208.jpg,33,24,0,5,4,0,0,33
frame_2080.jpg,25,23,1,1,0,0,0,25
frame_2084.jpg,25,23,0,2,0,0,0,25
frame_2088.jpg,25,24,0,1,0,0,0,25
frame_2092.jpg,28,25,0,3,0,0,0,28
frame_2096.jpg,29,27,0,2,0,0,0,29
frame_2100.jpg,27,19,0,8,0,0,0,27
frame_21000.jpg,28,18,0,7,3,0,0,28
frame_21004.jpg,29,16,1,8,4,0,0,29
frame_21008.jpg,25,18,0,6,1,0,0,25
frame_21012.jpg,26,18,0,6,2,0,0,26
frame_21016.jpg,23,16,0,6,1,0,0,23
frame_21020.jpg,26,19,0,6,1,0,0,26
frame_21024.jpg,26,19,0,6,1,0,0,26
frame_21028.jpg,22,15,0,6,1,0,0,22
frame_21032.jpg,23,16,0,6,1,0,0,23
frame_21036.jpg,25,18,0,6,1,0,0,25
frame_2104.jpg,27,19,0,7,1,0,0,27
frame_21040.jpg,24,15,0,8,1,0,0,24
frame_21044.jpg,25,17,0,7,1,0,0,25
frame_21048.jpg,29,20,0,8,1,0,0,29
frame_21052.jpg,28,18,0,9,1,0,0,28
frame_21056.jpg,24,17,0,6,1,0,0,24
frame_21060.jpg,23,16,0,6,1,0,0,23
frame_21064.jpg,21,14,0,6,1,0,0,21
frame_21068.jpg,20,12,0,7,1,0,0,20
frame_21072.jpg,22,13,0,8,1,0,0,22
frame_21076.jpg,21,12,0,8,1,0,0,21
frame_2108.jpg,30,21,0,7,2,0,0,30
frame_21080.jpg,19,12,0,6,1,0,0,19
frame_21084.jpg,24,16,0,7,1,0,0,24
frame_21088.jpg,21,14,0,6,1,0,0,21
frame_21092.jpg,19,11,0,7,1,0,0,19
frame_21096.jpg,18,11,0,6,1,0,0,18
frame_21100.jpg,19,13,0,5,1,0,0,19
frame_21104.jpg,21,15,0,5,1,0,0,21
frame_21108.jpg,21,14,0,6,1,0,0,21
frame_21112.jpg,22,16,0,5,1,0,0,22
frame_21116.jpg,25,18,0,6,1,0,0,25
frame_2112.jpg,30,21,0,7,2,0,0,30
frame_21120.jpg,25,19,0,5,1,0,0,25
frame_21124.jpg,24,18,0,5,1,0,0,24
frame_21128.jpg,25,19,0,5,1,0,0,25
frame_21132.jpg,26,20,0,5,1,0,0,26
frame_21136.jpg,21,15,0,4,2,0,0,21
frame_21140.jpg,21,15,0,5,1,0,0,21
frame_21144.jpg,19,14,0,5,0,0,0,19
frame_21148.jpg,28,21,0,6,1,0,1,29
frame_21152.jpg,27,20,0,5,2,0,0,27
frame_21156.jpg,24,19,0,4,1,0,1,25
frame_2116.jpg,29,17,0,11,1,0,0,29
frame_21160.jpg,24,18,0,4,2,0,1,25
frame_21164.jpg,21,13,0,6,2,0,1,22
frame_21168.jpg,22,15,0,6,1,0,0,22
frame_21172.jpg,22,16,0,6,0,0,1,23
frame_21176.jpg,20,14,0,6,0,0,1,21
frame_21180.jpg,18,12,0,6,0,0,1,19
frame_21184.jpg,20,13,0,7,0,0,0,20
frame_21188.jpg,22,15,0,7,0,0,1,23
frame_21192.jpg,21,15,0,6,0,0,0,21
frame_21196.jpg,18,10,0,8,0,0,1,19
frame_212.jpg,29,20,0,8,1,0,1,30
frame_2120.jpg,28,18,0,9,1,0,0,28
frame_21200.jpg,21,10,0,9,2,0,1,22
frame_21204.jpg,20,10,0,8,2,0,0,20
frame_21208.jpg,21,14,0,7,0,0,0,21
frame_21212.jpg,21,13,0,6,2,0,0,21
frame_21216.jpg,20,12,0,7,1,0,0,20
frame_21220.jpg,23,16,0,7,0,0,0,23
frame_21224.jpg,24,14,0,10,0,0,0,24
frame_21228.jpg,23,14,0,8,1,0,0,23
frame_21232.jpg,24,15,0,8,1,0,0,24
frame_21236.jpg,29,17,0,10,2,0,0,29
frame_2124.jpg,31,20,0,10,1,0,0,31
frame_21240.jpg,30,17,0,11,2,0,0,30
frame_21244.jpg,31,18,1,11,1,0,0,31
frame_21248.jpg,24,15,0,9,0,0,0,24
frame_21252.jpg,26,15,0,10,1,0,0,26
frame_21256.jpg,25,17,0,7,1,0,0,25
frame_21260.jpg,25,16,0,8,1,0,0,25
frame_21264.jpg,26,18,0,8,0,0,0,26
frame_21268.jpg,27,17,0,8,2,0,0,27
frame_21272.jpg,31,21,0,9,1,0,0,31
frame_21276.jpg,21,12,0,9,0,0,0,21
frame_2128.jpg,26,17,0,8,1,0,0,26
frame_21280.jpg,23,15,0,8,0,0,0,23
frame_21284.jpg,20,12,0,8,0,0,0,20
frame_21288.jpg,23,14,0,9,0,0,0,23
frame_21292.jpg,23,14,0,9,0,0,0,23
frame_21296.jpg,25,17,0,8,0,0,0,25
frame_21300.jpg,26,17,0,8,1,0,0,26
frame_21304.jpg,28,18,0,9,1,0,0,28
frame_21308.jpg,27,17,0,9,1,0,0,27
frame_21312.jpg,24,18,0,6,0,0,0,24
frame_21316.jpg,24,17,0,7,0,0,0,24
frame_2132.jpg,27,16,0,10,1,0,0,27
frame_21320.jpg,27,19,0,7,1,0,0,27
frame_21324.jpg,28,19,0,9,0,0,0,28
frame_21328.jpg,24,16,0,7,1,0,0,24
frame_21332.jpg,22,15,0,7,0,0,0,22
frame_21336.jpg,23,16,0,7,0,0,0,23
frame_21340.jpg,26,19,0,7,0,0,0,26
frame_21344.jpg,26,18,0,7,1,0,0,26
frame_21348.jpg,25,18,0,7,0,0,0,25
frame_21352.jpg,25,17,0,8,0,0,0,25
frame_21356.jpg,25,16,0,9,0,0,0,25
frame_2136.jpg,32,21,0,10,1,0,0,32
frame_21360.jpg,20,13,0,7,0,0,0,20
frame_21364.jpg,24,16,0,8,0,0,0,24
frame_21368.jpg,25,17,0,8,0,0,0,25
frame_21372.jpg,21,13,0,8,0,0,0,21
frame_21376.jpg,20,11,0,8,1,0,0,20
frame_21380.jpg,21,13,0,8,0,0,0,21
frame_21384.jpg,26,18,0,8,0,0,0,26
frame_21388.jpg,23,15,0,8,0,0,0,23
frame_21392.jpg,26,18,0,8,0,0,0,26
frame_21396.jpg,27,18,1,8,0,0,0,27
frame_2140.jpg,30,19,0,10,1,0,1,31
frame_21400.jpg,27,18,1,8,0,0,0,27
frame_21404.jpg,27,20,0,7,0,0,0,27
frame_21408.jpg,28,20,0,8,0,0,0,28
frame_21412.jpg,29,21,0,8,0,0,0,29
frame_21416.jpg,32,24,0,8,0,0,0,32
frame_21420.jpg,31,22,1,8,0,0,0,31
frame_21424.jpg,28,20,0,8,0,0,0,28
frame_21428.jpg,26,20,0,6,0,0,0,26
frame_21432.jpg,28,21,1,6,0,0,1,29
frame_21436.jpg,27,20,0,7,0,0,0,27
frame_2144.jpg,30,19,0,10,1,0,0,30
frame_21440.jpg,25,18,0,7,0,0,0,25
frame_21444.jpg,28,21,0,7,0,0,0,28
frame_21448.jpg,26,19,0,7,0,0,0,26
frame_21452.jpg,25,18,0,7,0,0,0,25
frame_21456.jpg,31,23,1,7,0,0,0,31
frame_21460.jpg,31,23,0,8,0,0,0,31
frame_21464.jpg,32,24,0,8,0,0,0,32
frame_21468.jpg,29,21,0,8,0,0,0,29
frame_21472.jpg,34,25,1,7,1,0,0,34
frame_21476.jpg,31,23,0,7,1,0,0,31
frame_2148.jpg,32,19,0,12,1,0,0,32
frame_21480.jpg,27,20,0,7,0,0,0,27
frame_21484.jpg,29,20,0,7,2,0,0,29
frame_21488.jpg,31,22,0,8,1,0,0,31
frame_21492.jpg,29,20,0,8,1,0,0,29
frame_21496.jpg,26,17,0,8,1,0,0,26
frame_21500.jpg,25,14,1,9,1,0,0,25
frame_21504.jpg,30,19,0,9,2,0,0,30
frame_21508.jpg,27,16,0,9,2,0,0,27
frame_21512.jpg,27,17,0,9,1,0,0,27
frame_21516.jpg,27,17,0,9,1,0,0,27
frame_2152.jpg,31,17,0,13,1,0,0,31
frame_21520.jpg,25,15,0,8,2,0,0,25
frame_21524.jpg,27,19,0,7,1,0,0,27
frame_21528.jpg,25,18,0,7,0,0,0,25
frame_21532.jpg,27,18,0,8,1,0,0,27
frame_21536.jpg,29,18,0,10,1,0,0,29
frame_21540.jpg,31,21,0,8,2,0,0,31
frame_21544.jpg,24,18,0,5,1,0,0,24
frame_21548.jpg,24,19,0,4,1,0,0,24
frame_21552.jpg,18,13,0,5,0,0,0,18
frame_21556.jpg,24,20,0,4,0,0,0,24
frame_2156.jpg,29,16,0,12,1,0,0,29
frame_21560.jpg,23,15,0,6,2,0,0,23
frame_21564.jpg,25,19,0,5,1,0,0,25
frame_21568.jpg,24,18,0,5,1,0,0,24
frame_21572.jpg,23,18,0,5,0,0,0,23
frame_21576.jpg,26,21,0,5,0,0,0,26
frame_21580.jpg,28,22,0,6,0,0,0,28
frame_21584.jpg,28,22,0,6,0,0,0,28
frame_21588.jpg,30,24,0,6,0,0,0,30
frame_21592.jpg,28,22,0,6,0,0,0,28
frame_21596.jpg,30,23,1,6,0,0,0,30
frame_216.jpg,27,19,0,6,2,0,0,27
frame_2160.jpg,31,20,0,10,1,0,0,31
frame_21600.jpg,27,23,0,4,0,0,0,27
frame_21604.jpg,31,26,0,5,0,0,1,32
frame_21608.jpg,31,26,0,5,0,0,1,32
frame_21612.jpg,27,22,1,3,1,0,1,28
frame_21616.jpg,29,21,0,7,1,0,1,30
frame_21620.jpg,30,24,0,5,1,0,0,30
frame_21624.jpg,29,25,0,4,0,0,0,29
frame_21628.jpg,34,28,0,6,0,0,0,34
frame_21632.jpg,28,21,0,7,0,0,0,28
frame_21636.jpg,28,23,0,5,0,0,0,28
frame_2164.jpg,32,21,0,10,1,0,0,32
frame_21640.jpg,28,22,0,6,0,0,0,28
frame_21644.jpg,31,24,0,7,0,0,0,31
frame_21648.jpg,31,25,0,6,0,0,1,32
frame_21652.jpg,29,23,0,6,0,0,0,29
frame_21656.jpg,26,19,0,7,0,0,0,26
frame_21660.jpg,25,21,0,4,0,0,0,25
frame_21664.jpg,26,21,0,5,0,0,0,26
frame_21668.jpg,25,18,0,6,1,0,0,25
frame_21672.jpg,24,18,0,6,0,0,1,25
frame_21676.jpg,27,20,0,7,0,0,1,28
frame_2168.jpg,30,20,0,9,1,0,0,30
frame_21680.jpg,26,20,0,6,0,0,0,26
frame_21684.jpg,24,18,0,6,0,0,0,24
frame_21688.jpg,23,16,0,6,1,0,0,23
frame_21692.jpg,27,20,0,7,0,0,0,27
frame_21696.jpg,26,21,0,5,0,0,0,26
frame_21700.jpg,25,19,0,6,0,0,1,26
frame_21704.jpg,25,19,0,6,0,0,0,25
frame_21708.jpg,26,20,0,6,0,0,0,26
frame_21712.jpg,25,19,0,6,0,0,0,25
frame_21716.jpg,22,17,0,5,0,0,0,22
frame_2172.jpg,31,20,0,10,1,0,0,31
frame_21720.jpg,24,19,0,5,0,0,0,24
frame_21724.jpg,26,21,0,5,0,0,0,26
frame_21728.jpg,24,19,0,5,0,0,1,25
frame_21732.jpg,22,18,0,4,0,0,0,22
frame_21736.jpg,23,18,0,5,0,0,1,24
frame_21740.jpg,27,22,0,5,0,0,0,27
frame_21744.jpg,23,16,1,6,0,0,0,23
frame_21748.jpg,30,21,0,9,0,0,0,30
frame_21752.jpg,26,18,0,8,0,0,0,26
frame_21756.jpg,20,15,0,5,0,0,0,20
frame_2176.jpg,22,14,0,7,1,0,0,22
frame_21760.jpg,25,16,0,9,0,0,0,25
frame_21764.jpg,23,15,0,8,0,0,0,23
frame_21768.jpg,22,14,0,7,1,0,0,22
frame_21772.jpg,24,15,0,9,0,0,1,25
frame_21776.jpg,24,17,0,7,0,0,0,24
frame_21780.jpg,25,17,0,8,0,0,0,25
frame_21784.jpg,25,17,0,7,1,0,0,25
frame_21788.jpg,27,19,0,8,0,0,0,27
frame_21792.jpg,26,18,0,8,0,0,0,26
frame_21796.jpg,24,16,0,8,0,0,1,25
frame_2180.jpg,30,19,0,10,1,0,0,30
frame_21800.jpg,25,17,0,8,0,0,1,26
frame_21804.jpg,26,19,0,7,0,0,1,27
frame_21808.jpg,26,17,0,8,1,0,1,27
frame_21812.jpg,23,16,0,7,0,0,0,23
frame_21816.jpg,20,13,0,7,0,0,0,20
frame_21820.jpg,21,12,0,9,0,0,0,21
frame_21824.jpg,22,15,0,7,0,0,0,22
frame_21828.jpg,26,19,0,7,0,0,0,26
frame_21832.jpg,27,20,0,7,0,0,0,27
frame_21836.jpg,22,14,0,8,0,0,0,22
frame_2184.jpg,31,21,0,9,1,0,0,31
frame_21840.jpg,23,16,0,7,0,0,0,23
frame_21844.jpg,24,18,0,6,0,0,0,24
frame_21848.jpg,24,17,0,7,0,0,0,24
frame_21852.jpg,23,16,0,7,0,0,0,23
frame_21856.jpg,20,14,0,6,0,0,0,20
frame_21860.jpg,20,12,0,8,0,0,0,20
frame_21864.jpg,25,17,0,8,0,0,0,25
frame_21868.jpg,24,17,0,7,0,0,0,24
frame_21872.jpg,22,15,0,7,0,0,0,22
frame_21876.jpg,23,16,0,7,0,0,0,23
frame_2188.jpg,28,17,0,10,1,0,0,28
frame_21880.jpg,26,17,0,9,0,0,0,26
frame_21884.jpg,27,18,0,9,0,0,0,27
frame_21888.jpg,26,16,1,9,0,0,0,26
frame_21892.jpg,28,19,0,9,0,0,0,28
frame_21896.jpg,28,21,0,7,0,0,0,28
frame_21900.jpg,24,16,0,8,0,0,0,24
frame_21904.jpg,27,19,0,8,0,0,0,27
frame_21908.jpg,26,15,0,11,0,0,0,26
frame_21912.jpg,30,19,0,11,0,0,0,30
frame_21916.jpg,29,22,0,7,0,0,0,29
frame_2192.jpg,28,19,0,7,2,0,0,28
frame_21920.jpg,27,18,1,8,0,0,1,28
frame_21924.jpg,26,19,0,7,0,0,0,26
frame_21928.jpg,27,21,0,6,0,0,0,27
frame_21932.jpg,30,24,0,6,0,0,0,30
frame_21936.jpg,29,23,0,6,0,0,0,29
frame_21940.jpg,28,23,0,5,0,0,0,28
frame_21944.jpg,28,21,1,6,0,0,0,28
frame_21948.jpg,29,21,0,8,0,0,0,29
frame_21952.jpg,28,20,1,7,0,0,0,28
frame_21956.jpg,32,24,1,7,0,0,0,32
frame_2196.jpg,27,19,0,6,2,0,0,27
frame_21960.jpg,26,19,0,7,0,0,0,26
frame_21964.jpg,27,20,0,7,0,0,0,27
frame_21968.jpg,26,19,0,7,0,0,0,26
frame_21972.jpg,26,18,0,8,0,0,0,26
frame_21976.jpg,28,19,0,9,0,0,0,28
frame_21980.jpg,24,16,0,8,0,0,0,24
frame_21984.jpg,23,16,0,7,0,0,0,23
frame_21988.jpg,23,15,0,8,0,0,0,23
frame_21992.jpg,23,16,0,7,0,0,0,23
frame_21996.jpg,25,17,0,8,0,0,0,25
frame_220.jpg,25,18,0,6,1,0,0,25
frame_2200.jpg,28,18,0,8,2,0,0,28
frame_22000.jpg,27,18,0,9,0,0,0,27
frame_22004.jpg,28,19,0,9,0,0,0,28
frame_22008.jpg,25,18,0,7,0,0,0,25
frame_22012.jpg,24,17,0,7,0,0,0,24
frame_22016.jpg,25,18,0,7,0,0,0,25
frame_22020.jpg,24,17,0,7,0,0,0,24
frame_22024.jpg,24,16,0,8,0,0,0,24
frame_22028.jpg,26,17,0,9,0,0,0,26
frame_22032.jpg,27,18,0,9,0,0,0,27
frame_22036.jpg,26,19,0,7,0,0,0,26
frame_2204.jpg,33,22,0,9,2,0,0,33
frame_22040.jpg,28,20,0,8,0,0,0,28
frame_22044.jpg,27,19,0,8,0,0,0,27
frame_22048.jpg,27,19,0,8,0,0,0,27
frame_22052.jpg,30,21,0,9,0,0,0,30
frame_22056.jpg,30,21,0,9,0,0,0,30
frame_22060.jpg,32,22,0,10,0,0,0,32
frame_22064.jpg,28,19,1,8,0,0,0,28
frame_22068.jpg,31,21,1,9,0,0,0,31
frame_22072.jpg,29,19,1,9,0,0,0,29
frame_22076.jpg,28,20,1,7,0,0,0,28
frame_2208.jpg,34,24,0,9,1,0,0,34
frame_22080.jpg,29,20,1,8,0,0,0,29
frame_22084.jpg,31,20,1,10,0,0,0,31
frame_22088.jpg,32,21,1,10,0,0,0,32
frame_22092.jpg,34,24,1,9,0,0,0,34
frame_22096.jpg,33,22,1,10,0,0,1,34
frame_22100.jpg,34,23,1,10,0,0,1,35
frame_22104.jpg,32,23,0,9,0,0,2,34
